Amygdala_L,Amygdala_R,Angular_L,Angular_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Frontal_Mid_L,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Mid_R,Frontal_Sup_L,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Sup_R,Fusiform_L,Fusiform_R,Heschl_L,Heschl_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Lingual_L,Lingual_R,Olfactory_L,Olfactory_R,ParaHippocampal_L,ParaHippocampal_R,Parietal_Inf_L,Parietal_Inf_R,Parietal_Sup_L,Parietal_Sup_R,Postcentral_L,Postcentral_R,Precentral_L,Precentral_R,Precuneus_L,Precuneus_R,Rectus_L,Rectus_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,SupraMarginal_L,SupraMarginal_R,Temporal_Inf_L,Temporal_Inf_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Sup_L,Temporal_Sup_R,Thalamus_L,Thalamus_R,Mean_Cing_L,Mean_Cing_R,Mean_Frontal_L,Mean_Frontal_R,Mean_Lat_Temp_L,Mean_Lat_Temp_R,Mean_Med_Temp_L,Mean_Med_Temp_R,Mean_Parietal_L,Mean_Parietal_R,Mean_Temp_L,Mean_Temp_R
0.0608479584089513,-0.004269358190896799,0.07554162542477244,0.05494514408658918,0.08706592343263125,0.028643596331503818,0.03491127709523878,0.055640851579819905,0.07421719093592632,0.07155939002714407,0.03511880406950424,0.04513793239325187,0.020627841059635554,0.038776360156930645,0.052758977841713794,0.03190302148129465,0.00797130097894494,0.05221999261390231,0.022461871402899403,0.02695675584781121,0.06914710489034448,0.019690521653636828,0.03815405917460407,0.002911696566167299,0.019360965381404027,0.02314922394214003,0.030597057958108076,0.0041427483937947485,0.004210106848096973,0.022075900224681755,0.1589500571109509,0.06716988499997129,0.13161098108888136,0.1262256627180659,0.06091697015518671,0.035099860302725494,0.027485060985259768,0.05989416334206643,-0.016944622364158612,0.0322810186828677,-0.023021452013913146,-0.00255269941385039,0.047104547462281376,0.04838272576923747,0.09613297993272885,0.08289267011300827,0.06030306843710387,0.04923295708120573,0.02466505080252468,0.018157643832863946,0.08624112294037273,0.07279048527653559,0.008431755538137797,-0.023993224105578026,0.0514845400574277,0.04544122513243681,-0.021965579158942483,0.01564676668713255,0.04257440447518723,0.04970051838982131,0.03196028866530609,0.04998166442565577,0.054685375190069774,0.0469187391057464,-0.033133987209730154,0.0419756999826294,0.024445834799138588,0.04125963511236819,0.05003049208046212,0.023502135668484303,0.039414005356775805,0.04984452050550603,0.06539813048793175,0.05194794597948882,0.02196386357292779,0.024884490783329216,0.04555871864528005,0.04013417973329614,0.04691881111703089,0.04322254962011374,0.06951893604706849,0.06174230872703873,0.039260507799108835,0.04203853722148332
0.06896103402699205,0.03298201785630672,0.10939089565312599,0.07682132940508107,0.060504058589904264,0.045619885989635955,0.10205678365157644,0.09236382692007206,0.05980562498778258,0.04133027017592533,0.06013207180573171,0.038436273897317574,0.03308582233360313,0.015695831319946063,0.00041511540611466335,0.04367318017967381,0.02668133063248468,-0.00321229136089074,0.014036633677414478,0.0395409268293625,0.055596196940251696,0.04798107029991672,0.04067961344415866,0.013077261404243035,0.02908707976068131,0.027129820551670347,0.031961368793409384,0.04171148973238614,0.030396567434272437,0.07227242668867917,0.05473673233541565,0.056086049390678405,0.07343280074361003,0.08866214669747008,0.034908070364729205,0.06480437539750417,0.06376074987915159,0.0716528524104183,0.05248286293266957,0.006944728014441126,0.02403519703743595,0.015153865674787714,0.07339301115651886,0.11034934605508245,0.09758378195696815,0.06372799353407549,0.04419703466479569,0.051594026547568506,0.014857021016575878,0.01963923427035741,0.08360855626704833,0.07379296071319713,-0.010050363302222642,-0.016930235038646213,0.043169836697606656,0.0642662756995136,0.08674352889786285,0.049913326575018235,0.0905275400965973,0.04759910435760323,0.08303642689640145,0.07487357309750353,0.06545027332957154,0.06838287764678397,0.06366482174118981,0.044175164458056415,0.028067420904138163,-0.0014187331480861598,0.04573235520512564,0.05137015317347471,0.07576976363231847,0.055483451991230726,0.07412215574308761,0.05977132769521093,0.029094775435507314,0.032547036679854036,0.06473968514369977,0.06487553463925472,0.05125818206925059,0.04563535902572036,0.09090075702605144,0.07445814681300833,0.05447977020549766,0.04842809349671018
0.03123688837248506,0.03793356856576957,0.059109566488090515,-0.009674136439419445,0.026594684683232117,0.05080033823362329,0.03625233272583844,0.036755064017182426,0.07493382930253739,0.03181315842718646,0.008179606199136213,0.011840634149054508,0.028587122006254018,0.018781304618058214,-0.005414087958071134,0.018586679706630416,0.039380409870750754,0.025456166280803383,0.009541857283601629,0.02421414471123884,0.03671761259099193,0.021471824685271146,0.013345732585949455,0.020931844578044922,0.04452621890417252,0.07938818898921418,0.053584638132624374,0.005815942033668697,0.051361915373977385,0.021348209834510246,0.061455402638952106,0.02965515953408565,0.1027850337023346,0.07461537731801104,0.026962357132635617,0.04908999402693193,0.02403610471742551,0.024469031835786748,0.055986962353804626,0.06992677953163906,0.05556289113260793,0.04253782457125188,-0.01507513653883713,-0.02262258908527992,-0.030253118316943495,-0.06685141455728771,-0.001708427713071392,0.004383241068704857,-0.014857930010752418,-0.0325169945581294,-0.016290512542843638,-0.00519932825730407,0.05268531660118059,0.010098205897347445,0.03526140738078831,0.024237551673822577,-0.020844197266534803,-0.049740224694770685,0.04810025748475372,-0.011421890546309321,0.0587054298114118,0.0361835975139736,0.05352768541072439,0.03210687972978077,0.05280067874292205,0.03099410641067557,0.08511441349835697,0.038022712968811434,0.042805973916989926,0.03214805940295351,0.0585885328953325,0.06348875360731798,0.045926948903869225,0.039789520225997244,0.022548754796160198,0.01717756383933,0.05167969637970893,0.033479512215569995,0.05789636635562956,0.04117950487662769,0.00911821131484375,-0.023153871777119694,0.05628161497266593,0.039161775601437965
0.032462095656153434,0.010233789833392959,0.08661544103158064,0.0836827340472645,-0.02896773355130683,0.011858032418106568,0.003102988559451625,-0.011603539908110194,0.06259653680493904,0.09735538571363361,-0.007197406043112586,-0.05989756651537981,-0.005834020243074334,-0.03222224060061474,-0.015141011799655546,-0.019559264257731357,-0.04011695928029457,-0.009206598075150618,0.0061018952792035175,0.0028131673603541962,0.006951169942147339,-0.008266478149378198,-0.012026514743769201,-0.07793100656082363,-0.09412572108404493,0.03184440088371254,0.04029623857194864,-0.0030663337364387755,0.040982936213169174,0.008562366932275634,-0.06631580181832308,-0.03989748188615144,0.07528083767859961,0.03556683682731626,-0.017967979972779657,-0.07010542279198956,0.040332608446310314,-0.006476239204000922,0.0013265045261705577,0.04299957275188315,0.011448904516104363,0.03165643614932012,0.09557698987234248,-0.0037148219783406655,0.015027777464633463,-0.020318139034312843,0.041032107113991634,0.010431333314560864,0.023780134499266692,0.033638821876946334,0.01883410117795631,0.03720975052586306,0.04724630283318759,0.045560316626377384,0.053968576926656464,-0.010159064035498433,-0.09981487424704372,-0.06044807492007209,0.0322148446628398,-0.01934129260377676,0.06118663943323144,-0.022608057233821532,0.025553585576773674,-0.000764960571394635,-0.08104469219777993,-0.057583312135161546,-0.0659194783517042,-0.08422209660408614,-0.023755861463487793,-0.008669471766163006,-0.01323760923458761,-0.016407743426110233,0.012243930604361464,0.03253662607454261,-0.009399893476317367,-0.01828010536044644,0.020994787848839902,-0.010680829857125207,0.010572465827027644,-0.0002601973079375264,0.04965383084187025,0.01550364619133987,0.004294856517934265,-0.007600218075548559
0.06456920602812821,0.03376764698942181,-0.00043804366428551456,-0.02130806028307719,0.053621413590291156,-0.018781715006844557,0.057076029521463845,0.032462990816606085,-0.008481935684580721,0.004553208477728388,-0.019596144923232806,0.02362326742606402,0.026216840093551408,0.00247481770237179,-0.00013591151750186325,-0.018409677024275872,0.0482203931382994,-0.010620881320168363,0.01692008228069003,0.032497870587090194,0.06059259720648896,0.02044761463137279,0.027097110878144204,0.03902955178715384,0.038024255396843176,0.017748423609851183,0.013653393830825089,0.018113458455793097,0.03478718542566972,0.025236429195116927,-0.05209889085390873,-0.11412619661240536,0.10088549612771724,0.06443475037069657,0.0358039017855869,0.07273934634126117,-0.00914260771182146,-0.026350995587943182,0.03136166656243189,-0.030592360915586037,-0.019274483057069136,-0.01799664476903462,0.02346410050545178,0.017365662612883137,0.0023315011289012366,0.02296338464557396,0.0006412746959514881,0.01587639092181614,-0.007939038438203372,-0.03839468389977069,-0.02895237365369857,-0.00726410512913056,-0.014963528957820604,-0.006537841451547788,0.02721418255804048,0.0258207438722714,0.08119038607135076,0.052442894713254196,0.01837089973975553,0.008336533118131872,0.02980776262115281,0.041035813159922996,-0.028947870396330566,-0.02305923140624233,0.04174292610345509,-0.004285196200129016,-0.027250205059724586,-0.019994933237234447,-0.019063737093406974,-0.03404035953421897,0.009236099430692257,0.010827001488103338,0.034071835809057927,0.006078161429163176,0.022155122274935046,0.014956638405348444,-0.006067948289528002,-0.005354592593512064,0.010543277451676825,-0.012075726219245242,0.0029552168112245703,0.00401868299287661,0.012281370724691043,-0.00883093987896899
-0.09534052376691105,0.004364722505683871,0.07822003585096438,0.0883090441561416,0.0180871205540184,0.0058677746937665365,0.08277322624920869,0.07397573421283188,-0.028854402903642995,-0.05093354748237233,0.02678826098897319,0.02508484643006459,0.022643414610551083,0.05665844243797402,0.019166072161164727,0.020549275605401984,-0.0015777524714869484,-0.03004595338108751,0.036639866633731366,-0.00028414747376492855,0.03321665704330912,0.03221048268520793,0.047536281879793474,0.030253845235136634,0.040337879341856564,0.019473101363276513,-0.01831246271057796,0.0453677485994084,0.048365965236491615,0.02850301343303996,-0.009765962070636791,0.01051994723623123,-0.013096380715035716,-0.036953281919577474,0.01124871615979195,0.0313757794306182,0.0530653375828718,0.04410031912249879,0.0202481391538466,-0.002554537936128587,0.08119995946727165,0.05810353096778531,0.08207795491518649,0.08557894119968257,0.10055488574217036,0.08318502471118999,0.044637074038245794,0.026378498715807108,0.025193868001314068,0.03664932616336625,0.05158908535031376,0.06784878050158205,-0.013474064750295,0.048230023643371145,0.01686512413704766,0.018602739398279278,0.10881473714530038,0.08334369321894869,0.050647264067141484,0.03293551361022079,0.023027426249967675,0.06241291405644045,0.05714954051525434,0.05668738263438733,-0.02516801417653558,-0.006248161112098527,-0.026982539474548095,-0.031001022924911525,-0.03234333546804807,0.033675769502465036,-0.020080547599035603,0.004920717524397988,0.024001981299861308,0.009636653808075213,0.029147396130577485,0.029519766496171718,0.01594454376572485,0.05092535539776488,0.012760392880955873,0.014641119235445643,0.07261784518515502,0.07157146083576377,0.006696634377832189,0.018467549630485247
-0.15591421678338524,0.010805570244839524,0.029574388251237538,-0.0012240574282068595,0.02947122642284783,0.025841459931867705,0.043328979861162686,0.0455718592436718,0.01649534272952191,0.014536164968335152,-0.022286844696956243,-0.006025045633831716,-0.004665243912567507,-0.01084857295873315,-0.021346103437722697,-0.027187573104777096,-0.005494437811825292,0.002892582343161254,-0.020692871304878957,-0.07086583278933933,-0.08952572576576068,-0.04270244772858722,-0.003034923868799444,-0.048455812153862854,-0.017553897656781503,-0.00428705166882698,0.018329193674999966,0.04162849736533797,-0.012531296757183785,0.025061237087821042,-0.06110899118802826,-0.023921143070870787,-0.0114990192994332,0.08194905641428829,0.004188246761422376,-0.0004364570223218678,0.02262834302236244,0.012112797014173615,0.04625493774815914,0.025236397198881377,-0.05115301859716692,0.02636111668713903,0.023548107031877874,0.044345584821507245,0.055264049087601574,0.05177635886152987,-0.03535375560311693,0.013545782364126069,-0.02850842573044987,0.006043996867214074,0.06023045244136621,0.07592148704464402,-0.02362118184431372,-0.0012970938151601885,0.024359901853819532,0.032652794562069265,-0.025255687842704766,-0.07030520313966754,-0.06859465403690534,-0.017049021577954904,-0.0005524991525071021,-0.012122264715411224,-0.014970006364005639,-0.014436475550140992,-0.020655260229986094,-0.009475543746608084,-0.09407213658345542,-0.07641063810036386,-0.036856500590123686,-0.015747513944206593,-0.05163265688964669,-0.03936902814232385,0.029765183004510642,0.02864982804795807,-0.014622760666126056,-0.01025993448504603,-0.017459668702211883,-0.01410208473658553,-0.03692948942245977,0.0074175464361967425,0.02000446855503535,0.030754070344304274,-0.032535805397896356,0.0024510496266291204
-0.015509488082104395,-0.028215988879329745,-0.06668167416763643,-0.04549127382507118,-0.017888037590076178,-0.0192655032121275,0.0004819572301969499,0.018946685436714183,-0.0031248603160612953,0.05153779931775737,-0.03550364454699989,-0.09925332737197051,-0.0873463439939472,-0.10576432421750875,-0.07213087682221192,-0.09567775107307586,-0.06608989434571305,-0.016050600646004387,-0.03210817222558182,-0.05299091243396292,-0.0757123831731163,-0.04711465188412334,-0.061452820236006234,-0.1064199769313322,-0.12700061775132404,-0.019615430427067926,-0.02131367075906354,0.03971798047058084,-0.07266438197227854,-0.07523689345136653,-0.027427962510217507,0.004583684090298523,-0.019000165263456825,-0.002900276180419603,-0.014744995855056175,-0.040588939691511006,-0.10824189710435578,-0.0749978127403918,-0.012302523945640353,-0.03368667280478754,-0.09349446994984956,-0.05022167376056663,-0.02588403899409414,-0.10030423035049185,0.04807752881810673,-0.05482676497887973,-0.020443011252846754,-0.031661413673186756,-0.007586581086808375,-0.020160252862739036,0.04069060517261419,0.0001578256132233058,-0.04867380481807415,-0.004566965025366909,-0.05375304531957681,-0.06015595176450805,-0.06540001058623773,0.03913900687225197,-0.05018688209641026,-0.07242418325781891,-0.022050278576432825,-0.03319141455102392,-0.03258525871127188,-0.030055261603772587,-0.06906734962473299,-0.038573330528019034,-0.12185955558826311,-0.046102725433976366,-0.0522998694376377,-0.0471734353199586,-0.0028275541919705605,-0.0015939716095039191,-0.006843646891980082,0.017072993847448148,-0.05671684937319421,-0.045429627086186364,-0.035645135575113895,-0.03680670382491763,-0.05589841145860486,-0.03742595786270059,-0.010796892253484014,-0.05457772535980704,-0.053875266730520455,-0.03798098343027506
0.0037059151430482995,-0.00013605868472366112,0.037517723483466714,0.016034092385785403,0.02773001603403935,0.08488575010130628,0.02011976304633456,0.031183322973935668,0.10537189489641918,0.07250347493403425,0.03483323320177445,0.01876019967227316,0.012046061826108345,-0.027450936066144294,0.04674184472924414,0.026989725115279306,0.046773818378959886,0.05606863855878985,0.04089672989295268,0.08617735471867916,0.10487338028002258,0.027309583131513604,0.03268882096264292,0.009539490541709439,-0.007583837904530932,0.07027382156084883,0.025758901440879445,0.008162844925044155,-0.022910408510534275,-0.037235852616373855,0.14419429511577964,0.015928499989002864,0.045657153236309256,-0.02004953368827339,-0.036197534142493604,-0.031705058928409635,0.07967509118161298,0.05035378160979315,-0.07425268283153497,-0.007610071334108737,-0.024412650673898306,0.002644367770861522,0.025667537922151262,-0.0059306486050928475,-0.027860540288163982,-0.020760571573938263,0.01590143168107583,0.00268156892055893,0.017627905900304608,-0.0018941073902358774,0.012947641186763448,0.037293360858402125,-0.028251195299579535,-0.016222514677784683,0.0736163633555495,0.037817585615889715,-0.048618024719748465,-0.00949063397986949,0.050264580468670716,0.03448670888423977,-0.03405040340047616,-0.027864399649452642,0.04968991282000146,0.02154845896823393,-0.05793280956863922,-0.08019839597753198,-0.0071472435776590015,-0.02316474459723522,0.07309115724222298,0.03932358735572339,0.030940655333843103,0.007216818521030455,0.05107389132559759,0.06285751600309186,0.027619807860285006,0.013952428246905013,0.02957688888724974,0.011002548891502206,0.021577709100347175,0.0002532052685755293,0.019707388554577376,0.01222458838987961,0.014608943848019473,-0.005538363404506197
0.000758826348376318,-0.013743904579329835,-0.010466098175444916,-0.040612047110008265,-0.006195571068198347,-0.03533736794322129,-0.052104492314313855,-0.05097528309286603,-0.07310867259833548,-0.017489328652568692,-0.07429488988234784,-0.05246736288236542,-0.03926616737666688,-0.01878071777504109,-0.06974096789097062,-0.06259776927841848,-0.037071779995862364,-0.03269298454521796,-0.046011620330751346,-0.11153232548871034,-0.09584980417368438,-0.07799100904648915,-0.057746780502031636,-0.05667529406217875,-0.05555029699991376,-0.049186564012416334,-0.06854220809257444,-0.06767967616134185,-0.01610540196171184,0.00011854567689772999,-0.09591553710328826,-0.12936452243941798,-0.02058074800287757,0.05469419669450748,-0.010927944260456068,0.0014303902271530777,-0.03003788040038191,-0.05797719787564326,-0.011798846652924522,-0.013588065909347802,-0.03892996882950206,0.01404865717110304,-0.040065315035629656,-0.051420363049352436,-0.038005263788299715,-0.019622441388259387,-0.05944485837932989,-0.0619600276104621,-0.07152324995864923,-0.08021680281946014,-0.05834271147587289,-0.06202547625048854,-0.0224829718780305,-0.04699657782924105,-0.033220590323698895,-0.05706089351874183,-0.03643266772650727,-0.07939093546609222,-0.025720762122602325,-0.027882859666191417,0.0005124136795952028,0.009106884728648512,-0.03313406230452465,-0.024928258249188706,-0.05340486970351932,-0.00451815670847483,-0.04415387870837162,-0.05512007595751667,-0.041038490858172405,-0.04931835569030907,-0.023336925719915136,-0.03923442876135058,-0.04380291199361602,-0.03460065989621891,-0.04734515952601831,-0.058145120053493704,-0.024553379827700117,-0.021713243070282717,-0.032210833068355926,-0.025095625051992032,-0.034520030119569944,-0.04031263749285968,-0.031985703708108826,-0.02254918776150483
